GADS;TIPS;MARKA;IG;VECUMS;SEDVIETAS;GARUMS;PLATUMS;KRAVNESIBA;VAI_JAUNS;VIETA_NOV;VIETA_PILS;VIETA_NUTS3;SKAITS;BURTS;Vecums_X
2023;Ūdensmotocikls;SEA DOO;2023;0;3;3,27;1,23;273;Jauns;Saldus novads;Saldus novads;Kurzeme;1;S;0
2023;Ūdensmotocikls;SEA DOO;2023;0;3;3,35;1,25;273;Jauns;Jelgava;JELGAVA;Zemgale;1;S;0
2023;Ūdensmotocikls;SEA DOO;2023;0;3;3,35;1,25;273;Jauns;Rīga;RĪGA;Rīga;1;S;0
2023;Ūdensmotocikls;YAMAHA;1999;24;3;3,16;1,22;380;Lietots;Jelgava;JELGAVA;Zemgale;1;Y;24
2023;Ūdensmotocikls;YAMAHA;2000;23;2;2,87;1,20;160;Lietots;Madonas novads;Madonas novads;Vidzeme;1;Y;23
2023;Ūdensmotocikls;YAMAHA;2000;23;3;3,20;1,25;204;Lietots;Rīga;RĪGA;Rīga;1;Y;23
2023;Ūdensmotocikls;YAMAHA;2016;7;3;3,20;1,17;340;Lietots;Aizkraukles novads;AIZKRAUKLE;Zemgale;1;Y;7
2023;Ūdensmotocikls;YAMAHA;2016;7;3;3,35;1,22;240;Lietots;Rīga;RĪGA;Rīga;1;Y;7
2023;Ūdensmotocikls;YAMAHA;2018;5;3;3,14;1,13;220;Lietots;Jelgava;JELGAVA;Zemgale;1;Y;5
2023;Ūdensmotocikls;YAMAHA;2018;5;3;3,50;1,25;240;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;Y;5
2023;Ūdensmotocikls;YAMAHA;2018;5;3;3,55;1,24;240;Lietots;Jelgava;JELGAVA;Zemgale;1;Y;5
2023;Ūdensmotocikls;YAMAHA;2019;4;3;3,65;1,25;240;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;Y;4
2023;Ūdensmotocikls;YAMAHA;2021;2;3;3,13;1,13;273;Lietots;Rīga;RĪGA;Rīga;1;Y;2
2023;Ūdensmotocikls;YAMAHA;2022;1;1;2,43;0,76;80;Lietots;Siguldas novads;Siguldas novads;Rīga;1;Y;1
2023;Ūdensmotocikls;YAMAHA;2022;1;3;3,14;1,13;225;Lietots;Rīga;RĪGA;Rīga;1;Y;1
2023;Ūdensmotocikls;YAMAHA;2022;1;3;3,41;1,13;225;Lietots;Ogres novads;Ogres novads;Vidzeme;1;Y;1
2023;Ūdensmotocikls;YAMAHA;2022;1;3;3,58;1,27;240;Lietots;Rīga;RĪGA;Rīga;2;Y;2
2023;Ūdensmotocikls;YAMAHA;2023;0;1;2,43;0,76;80;Jauns;Rīga;RĪGA;Rīga;1;Y;0
2023;Ūdensmotocikls;YAMAHA;2023;0;3;3,14;1,13;225;Jauns;Jelgavas novads;Jelgavas novads;Zemgale;1;Y;0
2023;Ūdensmotocikls;YAMAHA;2023;0;3;3,58;1,27;240;Jauns;Bauskas novads;BAUSKA;Zemgale;1;Y;0
2023;Ūdensmotocikls;YAMAHA;2023;0;3;3,58;1,27;240;Jauns;Jūrmala;JŪRMALA;Rīga;1;Y;0
2023;Ūdensmotocikls;YAMAHA;2023;0;3;3,58;1,27;240;Jauns;Kuldīgas novads;Kuldīgas novads;Kurzeme;1;Y;0
