GADS;TIPS;MARKA;IG;VECUMS;SEDVIETAS;GARUMS;PLATUMS;KRAVNESIBA;VAI_JAUNS;VIETA_NOV;VIETA_PILS;VIETA_NUTS3;SKAITS;BURTS;Vecums_X
2023;Airu laiva;ADMIRAL;2021;2;2;3,00;1,42;220;Lietots;Daugavpils;DAUGAVPILS;Latgale;1;A;2
2023;Airu laiva;ADMIRAL;2022;1;2;2,80;1,42;170;Lietots;Daugavpils;DAUGAVPILS;Latgale;1;A;1
2023;Airu laiva;ADMIRAL;2022;1;2;2,80;1,42;170;Lietots;Smiltenes novads;Smiltenes novads;Vidzeme;1;A;1
2023;Airu laiva;AKVEREX2022;1;3;3,40;1,30;300;Lietots;Rīga;RĪGA;Rīga;1;A;1
2023;Airu laiva;AKVEREX;2022;1;3;4,00;1,50;400;Lietots;Ogres novads;Ogres novads;Vidzeme;1;A;1
2023;Airu laiva;AKVEREX;2023;0;3;3,15;1,40;300;Jauns;Alūksnes novads;Alūksnes novads;Vidzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,15;1,40;300;Jauns;Balvu novads;Balvu novads;Latgale;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,15;1,40;300;Jauns;Jelgavas novads;Jelgavas novads;Zemgale;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,15;1,40;300;Jauns;Jēkabpils novads;Jēkabpils novads;Zemgale;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,15;1,40;300;Jauns;Liepāja;LIEPĀJA;Kurzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,15;1,40;300;Jauns;Rīga;RĪGA;Rīga;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,15;1,40;300;Jauns;Valmieras novads;Valmieras novads;Vidzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,15;1,40;300;Jauns;Valmiera;VALMIERA;Vidzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,40;1,30;300;Jauns;Tukuma novads;TUKUMS;Kurzeme;2;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,90;1,40;360;Jauns;Aizkraukles novads;Aizkraukles novads;Zemgale;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,90;1,40;360;Jauns;Alūksnes novads;ALŪKSNE;Vidzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,90;1,40;360;Jauns;Cēsu novads;CĒSIS;Vidzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,90;1,40;360;Jauns;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,90;1,40;360;Jauns;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,90;1,40;360;Jauns;Jūrmala;JŪRMALA;Rīga;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,90;1,40;360;Jauns;Liepāja;LIEPĀJA;Kurzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;3,90;1,40;360;Jauns;Rēzekne;RĒZEKNE;Latgale;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;4,00;1,50;400;Jauns;Alūksnes novads;ALŪKSNE;Vidzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;4,00;1,50;400;Jauns;Cēsu novads;Cēsu novads;Vidzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;4,00;1,50;400;Jauns;Cēsu novads;Cēsu novads;Vidzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;4,00;1,50;400;Jauns;Krāslavas novads;Krāslavas novads;Latgale;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;4,00;1,50;400;Jauns;Limbažu novads;Limbažu novads;Vidzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;4,00;1,50;400;Jauns;Rēzeknes novads;Rēzeknes novads;Latgale;1;A;0
2023;Airu laiva;AKVEREX;2023;0;3;4,00;1,50;400;Jauns;Talsu novads;TALSI;Kurzeme;1;A;0
2023;Airu laiva;AKVEREX;2023;0;4;4,40;1,65;500;Jauns;Jelgava;JELGAVA;Zemgale;1;A;0
2023;Airu laiva;AKVEREX;2023;0;4;4,40;1,65;500;Jauns;Tukuma novads;Tukuma novads;Kurzeme;1;A;0
2023;Airu laiva;AMBER;2010;13;4;4,30;1,55;445;Lietots;Rīga;RĪGA;Rīga;1;A;13
2023;Airu laiva;AMBER;2015;8;4;3,65;1,43;395;Lietots;Krāslavas novads;Krāslavas novads;Latgale;1;A;8
2023;Airu laiva;AMBER;2018;5;3;3,15;1,43;297;Lietots;Ventspils;VENTSPILS;Kurzeme;1;A;5
2023;Airu laiva;AMBER;2019;4;3;3,15;1,43;297;Lietots;Smiltenes novads;SMILTENE;Vidzeme;1;A;4
2023;Airu laiva;AMBER;2019;4;4;3,65;1,50;380;Lietots;Jēkabpils;JĒKABPILS;Zemgale;1;A;4
2023;Airu laiva;AMBER;2019;4;4;3,65;1,50;380;Lietots;Valmieras novads;Valmieras novads;Vidzeme;1;A;4
2023;Airu laiva;AMBER;2021;2;3;3,15;1,43;297;Lietots;Liepāja;LIEPĀJA;Kurzeme;1;A;2
2023;Airu laiva;AMBER;2021;2;3;3,65;1,50;380;Lietots;Valkas novads;VALKA;Vidzeme;1;A;2
2023;Airu laiva;AMBER;2021;2;4;3,65;1,50;380;Lietots;Rīga;RĪGA;Rīga;1;A;2
2023;Airu laiva;AMBER;2021;2;4;4,30;1,55;450;Lietots;Rīga;RĪGA;Rīga;1;A;2
2023;Airu laiva;AMBER;2021;2;4;4,30;1,55;450;Lietots;Saldus novads;Saldus novads;Kurzeme;1;A;2
2023;Airu laiva;AMBER;2022;1;2;3,15;1,34;220;Lietots;Rīga;RĪGA;Rīga;1;A;1
2023;Airu laiva;AMBER;2022;1;2;3,15;1,34;230;Lietots;Ludzas novads;LUDZA;Latgale;1;A;1
2023;Airu laiva;AMBER;2022;1;3;3,15;1,43;297;Lietots;Ventspils;VENTSPILS;Kurzeme;1;A;1
2023;Airu laiva;AMBER;2022;1;3;3,60;1,50;400;Lietots;Jelgavas novads;Jelgavas novads;Zemgale;1;A;1
2023;Airu laiva;AMBER;2022;1;3;3,65;1,50;380;Lietots;Līvānu novads;Līvānu novads;Latgale;1;A;1
2023;Airu laiva;AMBER;2022;1;3;3,65;1,50;380;Lietots;Rīga;RĪGA;Rīga;1;A;1
2023;Airu laiva;AMBER;2022;1;3;3,65;1,55;380;Lietots;Jēkabpils;JĒKABPILS;Zemgale;1;A;1
2023;Airu laiva;AMBER;2022;1;4;3,60;1,45;400;Lietots;Rīga;RĪGA;Rīga;1;A;1
2023;Airu laiva;AMBER;2022;1;4;3,65;1,50;380;Lietots;Liepāja;LIEPĀJA;Kurzeme;1;A;1
2023;Airu laiva;AMBER;2022;1;4;3,65;1,50;380;Lietots;Rīga;RĪGA;Rīga;1;A;1
2023;Airu laiva;AMBER;2022;1;4;3,65;1,55;380;Lietots;Ķekavas novads;Ķekavas novads;Rīga;1;A;1
2023;Airu laiva;AMBER;2022;1;4;4,30;1,55;450;Lietots;Jūrmala;JŪRMALA;Rīga;1;A;1
2023;Airu laiva;AMBER;2022;1;4;4,30;1,55;450;Lietots;Talsu novads;Talsu novads;Kurzeme;1;A;1
2023;Airu laiva;AMBER;2022;1;4;4,30;1,55;450;Lietots;Valmiera;VALMIERA;Vidzeme;3;A;3
2023;Airu laiva;AMBER;2022;1;4;4,50;1,50;450;Lietots;Limbažu novads;Limbažu novads;Vidzeme;1;A;1
2023;Airu laiva;AMBER;2023;0;2;2,50;1,30;210;Jauns;Jēkabpils novads;Jēkabpils novads;Zemgale;1;A;0
2023;Airu laiva;AMBER;2023;0;2;2,50;1,30;210;Jauns;Limbažu novads;Limbažu novads;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;2;2,97;1,34;220;Jauns;Preiļu novads;Preiļu novads;Latgale;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,15;1,43;297;Jauns;Aizkraukles novads;Aizkraukles novads;Zemgale;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,15;1,43;297;Jauns;Augšdaugavas novads;Augšdaugavas novads;Latgale;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,15;1,43;297;Jauns;Jēkabpils;JĒKABPILS;Zemgale;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,15;1,43;297;Jauns;Jēkabpils novads;Jēkabpils novads;Zemgale;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,15;1,43;297;Jauns;Limbažu novads;Limbažu novads;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,15;1,43;297;Jauns;Madonas novads;Madonas novads;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,15;1,43;297;Jauns;Preiļu novads;PREIĻI;Latgale;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,15;1,43;297;Jauns;Rīga;RĪGA;Rīga;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,15;1,43;297;Jauns;Saulkrastu novads;Saulkrastu novads;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,65;1,50;380;Jauns;Aizkraukles novads;AIZKRAUKLE;Zemgale;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,65;1,50;380;Jauns;Jelgavas novads;Jelgavas novads;Zemgale;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,65;1,50;380;Jauns;Liepāja;LIEPĀJA;Kurzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,65;1,50;380;Jauns;Ogres novads;OGRE;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,65;1,50;380;Jauns;Rēzeknes novads;Rēzeknes novads;Latgale;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,65;1,50;380;Jauns;Tukuma novads;TUKUMS;Kurzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;3;3,65;1,50;380;Jauns;Ventspils;VENTSPILS;Kurzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;3,60;1,50;400;Jauns;Rīga;RĪGA;Rīga;1;A;0
2023;Airu laiva;AMBER;2023;0;4;3,65;1,50;380;Jauns;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;3,65;1,50;380;Jauns;Jelgava;JELGAVA;Zemgale;1;A;0
2023;Airu laiva;AMBER;2023;0;4;3,65;1,50;380;Jauns;Limbažu novads;LIMBAŽI;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;3,65;1,50;380;Jauns;Madonas novads;Madonas novads;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;3,65;1,50;380;Jauns;Mārupes novads;Mārupes novads;Rīga;1;A;0
2023;Airu laiva;AMBER;2023;0;4;3,65;1,50;380;Jauns;Preiļu novads;PREIĻI;Latgale;1;A;0
2023;Airu laiva;AMBER;2023;0;4;3,65;1,50;380;Jauns;Rīga;RĪGA;Rīga;3;A;0
2023;Airu laiva;AMBER;2023;0;4;3,65;1,50;380;Jauns;Valmieras novads;Valmieras novads;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;3,65;1,55;380;Jauns;Jūrmala;JŪRMALA;Rīga;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Aizkraukles novads;Aizkraukles novads;Zemgale;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Daugavpils;DAUGAVPILS;Latgale;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Jūrmala;JŪRMALA;Rīga;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Liepāja;LIEPĀJA;Kurzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Ogres novads;Ogres novads;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Rīga;RĪGA;Rīga;3;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Salaspils novads;SALASPILS;Rīga;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Talsu novads;Talsu novads;Kurzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Tukuma novads;Tukuma novads;Kurzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Valmieras novads;Valmieras novads;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,30;1,55;450;Jauns;Ventspils;VENTSPILS;Kurzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;4;4,50;1,50;450;Jauns;Ādažu novads;Ādažu novads;Rīga;1;A;0
2023;Airu laiva;AMBER;2023;0;5;3,65;1,50;380;Jauns;Ogres novads;OGRE;Vidzeme;1;A;0
2023;Airu laiva;AMBER;2023;0;5;3,65;1,50;380;Jauns;Rīga;RĪGA;Rīga;1;A;0
2023;Airu laiva;AVIKS;2023;0;4;3,30;1,45;440;Jauns;Valmieras novads;Valmieras novads;Vidzeme;1;A;0
2023;Airu laiva;BC;2009;14;3;3,80;1,47;350;Lietots;Rīga;RĪGA;Rīga;1;B;14
2023;Airu laiva;BUSH;2023;0;4;3,15;1,48;475;Jauns;Rīga;RĪGA;Rīga;1;B;0
2023;Airu laiva;BUSH;2023;0;5;3,30;1,53;580;Jauns;Valkas novads;VALKA;Vidzeme;1;B;0
2023;Airu laiva;BUSH;2023;0;6;3,60;1,76;750;Jauns;Augšdaugavas novads;Augšdaugavas novads;Latgale;1;B;0
2023;Airu laiva;BUSH;2023;0;6;3,60;1,76;750;Jauns;Rīga;RĪGA;Rīga;2;B;0
2023;Airu laiva;BUSH;2023;0;6;3,60;1,82;800;Jauns;Rīga;RĪGA;Rīga;3;B;0
2023;Airu laiva;BUSH;2023;0;7;3,90;1,82;900;Jauns;Rīga;RĪGA;Rīga;1;B;0
2023;Airu laiva;BUSH;2023;0;8;4,20;1,82;1100;Jauns;Jelgava;JELGAVA;Zemgale;1;B;0
2023;Airu laiva;DM;2017;6;2;3,15;1,35;230;Lietots;Krāslavas novads;Krāslavas novads;Latgale;1;D;6
2023;Airu laiva;DM;2021;2;3;4,00;1,42;272;Lietots;Jēkabpils novads;Jēkabpils novads;Zemgale;1;D;2
2023;Airu laiva;DM;2022;1;2;3,15;1,42;300;Lietots;Ludzas novads;LUDZA;Latgale;1;D;1
2023;Airu laiva;DM;2022;1;4;4,30;1,55;445;Lietots;Rīga;RĪGA;Rīga;1;D;1
2023;Airu laiva;DM;2022;1;4;4,30;1,55;445;Lietots;Ķekavas novads;Ķekavas novads;Rīga;1;D;1
2023;Airu laiva;DM;2023;0;2;3,15;1,42;300;Jauns;Daugavpils;DAUGAVPILS;Latgale;1;D;0
2023;Airu laiva;DM;2023;0;2;3,15;1,42;300;Jauns;Jēkabpils;JĒKABPILS;Zemgale;1;D;0
2023;Airu laiva;DM;2023;0;2;3,15;1,42;300;Jauns;Krāslavas novads;Krāslavas novads;Latgale;1;D;0
2023;Airu laiva;DM;2023;0;2;3,15;1,42;300;Jauns;Rīga;RĪGA;Rīga;2;D;0
2023;Airu laiva;DM;2023;0;2;3,70;1,25;200;Jauns;Mārupes novads;Mārupes novads;Rīga;1;D;0
2023;Airu laiva;DM;2023;0;2;3,70;1,27;230;Jauns;Rīga;RĪGA;Rīga;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,42;400;Jauns;Aizkraukles novads;Aizkraukles novads;Zemgale;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,42;400;Jauns;Ropažu novads;Ropažu novads;Rīga;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,52;400;Jauns;Jelgavas novads;Jelgavas novads;Zemgale;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,52;400;Jauns;Rīga;RĪGA;Rīga;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;300;Jauns;Cēsu novads;Cēsu novads;Vidzeme;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;300;Jauns;Daugavpils;DAUGAVPILS;Latgale;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;300;Jauns;Ludzas novads;Ludzas novads;Latgale;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;300;Jauns;Preiļu novads;PREIĻI;Latgale;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;400;Jauns;Aizkraukles novads;Aizkraukles novads;Zemgale;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;400;Jauns;Bauskas novads;Bauskas novads;Zemgale;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;400;Jauns;Daugavpils;DAUGAVPILS;Latgale;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;400;Jauns;Gulbenes novads;GULBENE;Vidzeme;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;400;Jauns;Jūrmala;JŪRMALA;Rīga;1;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;400;Jauns;Rēzekne;RĒZEKNE;Latgale;2;D;0
2023;Airu laiva;DM;2023;0;3;3,60;1,55;400;Jauns;Rīga;RĪGA;Rīga;2;D;0
2023;Airu laiva;DM;2023;0;3;4,00;1,42;272;Jauns;Augšdaugavas novads;Augšdaugavas novads;Latgale;1;D;0
2023;Airu laiva;DM;2023;0;3;4,00;1,42;272;Jauns;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;D;0
2023;Airu laiva;DM;2023;0;3;4,00;1,42;272;Jauns;Talsu novads;Talsu novads;Kurzeme;1;D;0
2023;Airu laiva;DM;2023;0;3;4,00;1,42;400;Jauns;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;D;0
2023;Airu laiva;DM;2023;0;4;4,30;1,55;445;Jauns;Valmieras novads;Valmieras novads;Vidzeme;1;D;0
2023;Airu laiva;DM;2023;0;4;4,30;1,62;445;Jauns;Valmieras novads;Valmieras novads;Vidzeme;1;D;0
2023;Airu laiva;DM;2023;0;4;4,40;1,62;450;Jauns;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;D;0
2023;Airu laiva;DM;2023;0;4;4,40;1,62;450;Jauns;Ludzas novads;Ludzas novads;Latgale;1;D;0
2023;Airu laiva;DM;2023;0;4;4,40;1,62;450;Jauns;Preiļu novads;PREIĻI;Latgale;1;D;0
2023;Airu laiva;DM;2023;0;4;4,40;1,62;450;Jauns;Rēzeknes novads;Rēzeknes novads;Latgale;1;D;0
2023;Airu laiva;DULKAN;2015;8;3;2,90;1,37;400;Lietots;Rīga;RĪGA;Rīga;1;D;8
2023;Airu laiva;DULKAN;2015;8;6;4,20;1,85;800;Lietots;Rīga;RĪGA;Rīga;1;D;8
2023;Airu laiva;DULKAN;2016;7;5;3,70;1,70;700;Lietots;Balvu novads;Balvu novads;Latgale;1;D;7
2023;Airu laiva;DULKAN;2018;5;4;3,25;1,54;500;Lietots;Salaspils novads;Salaspils novads;Rīga;1;D;5
2023;Airu laiva;DULKAN;2020;3;3;2,90;1,45;450;Lietots;Valmiera;VALMIERA;Vidzeme;1;D;3
2023;Airu laiva;DULKAN;2020;3;4;3,25;1,54;500;Lietots;Saulkrastu novads;Saulkrastu novads;Vidzeme;1;D;3
2023;Airu laiva;DULKAN;2021;2;3;2,90;1,37;400;Lietots;Rīga;RĪGA;Rīga;1;D;2
2023;Airu laiva;DULKAN;2021;2;5;3,70;1,70;700;Lietots;Ādažu novads;Ādažu novads;Rīga;1;D;2
2023;Airu laiva;DULKAN;2022;1;4;3,25;1,70;550;Lietots;Siguldas novads;SIGULDA;Rīga;1;D;1
2023;Airu laiva;DULKAN;2022;1;5;3,45;1,70;650;Lietots;Rīga;RĪGA;Rīga;1;D;1
2023;Airu laiva;DULKAN;2022;1;5;3,70;1,70;700;Lietots;Dobeles novads;Dobeles novads;Zemgale;1;D;1
2023;Airu laiva;DULKAN;2023;0;2;2,20;1,45;300;Jauns;Rīga;RĪGA;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;3;2,90;1,37;400;Jauns;Olaines novads;Olaines novads;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;3;2,90;1,45;400;Jauns;Rīga;RĪGA;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;3;2,90;1,45;450;Jauns;Salaspils novads;SALASPILS;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;4;3,20;1,62;500;Jauns;Rīga;RĪGA;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;4;3,25;1,54;500;Jauns;Madonas novads;Madonas novads;Vidzeme;1;D;0
2023;Airu laiva;DULKAN;2023;0;4;3,25;1,54;500;Jauns;Rīga;RĪGA;Rīga;2;D;0
2023;Airu laiva;DULKAN;2023;0;4;3,25;1,54;500;Jauns;Valmiera;VALMIERA;Vidzeme;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,45;1,70;650;Jauns;Bauskas novads;Bauskas novads;Zemgale;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,45;1,70;650;Jauns;Rīga;RĪGA;Rīga;3;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,45;1,70;650;Jauns;Siguldas novads;SIGULDA;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,60;1,76;700;Jauns;Rīga;RĪGA;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,70;1,70;700;Jauns;Gulbenes novads;Gulbenes novads;Vidzeme;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,70;1,70;700;Jauns;Līvānu novads;Līvānu novads;Latgale;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,70;1,70;700;Jauns;Ogres novads;Ogres novads;Vidzeme;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,70;1,70;700;Jauns;Rīga;RĪGA;Rīga;5;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,70;1,70;700;Jauns;Salaspils novads;SALASPILS;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,70;1,70;700;Jauns;Siguldas novads;SIGULDA;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,70;1,70;700;Jauns;Tukuma novads;Tukuma novads;Kurzeme;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,70;1,70;700;Jauns;Valkas novads;Valkas novads;Vidzeme;1;D;0
2023;Airu laiva;DULKAN;2023;0;5;3,70;1,70;700;Jauns;Ķekavas novads;Ķekavas novads;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;6;4,00;1,85;800;Jauns;Rīga;RĪGA;Rīga;4;D;0
2023;Airu laiva;DULKAN;2023;0;6;4,00;1,85;800;Jauns;Ķekavas novads;Ķekavas novads;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;6;4,20;1,85;900;Jauns;Daugavpils;DAUGAVPILS;Latgale;2;D;0
2023;Airu laiva;DULKAN;2023;0;6;4,20;1,85;900;Jauns;Rīga;RĪGA;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;6;4,20;1,85;900;Jauns;Salaspils novads;Salaspils novads;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;6;4,20;1,85;900;Jauns;Siguldas novads;Siguldas novads;Rīga;1;D;0
2023;Airu laiva;DULKAN;2023;0;6;4,20;1,85;900;Jauns;Smiltenes novads;Smiltenes novads;Vidzeme;1;D;0
2023;Airu laiva;DULKAN;2023;0;6;4,20;1,85;900;Jauns;Talsu novads;Talsu novads;Kurzeme;1;D;0
2023;Airu laiva;DULKAN;2023;0;6;4,20;1,85;900;Jauns;Valmiera;VALMIERA;Vidzeme;1;D;0
2023;Airu laiva;EGO;2010;13;3;4,00;1,45;290;Lietots;Preiļu novads;Preiļu novads;Latgale;1;E;13
2023;Airu laiva;EGO;2012;11;3;4,00;1,42;272;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;E;11
2023;Airu laiva;GLADIATOR;2017;6;5;3,70;1,72;597;Lietots;Rēzeknes novads;Rēzeknes novads;Latgale;1;G;6
2023;Airu laiva;GLADIATOR;2018;5;3;3,30;1,64;450;Lietots;Rīga;RĪGA;Rīga;1;G;5
2023;Airu laiva;GLADIATOR;2019;4;4;3,30;1,54;478;Lietots;Bauskas novads;Bauskas novads;Zemgale;1;G;4
2023;Airu laiva;GLADIATOR;2020;3;6;3,70;1,72;659;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;G;3
2023;Airu laiva;GLADIATOR;2021;2;4;2,80;1,50;360;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;G;2
2023;Airu laiva;GLADIATOR;2021;2;5;3,20;1,50;575;Lietots;Rīga;RĪGA;Rīga;2;G;4
2023;Airu laiva;GLADIATOR;2021;2;5;3,30;1,54;438;Lietots;Daugavpils;DAUGAVPILS;Latgale;1;G;2
2023;Airu laiva;GLADIATOR;2021;2;5;3,30;1,54;438;Lietots;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;G;2
2023;Airu laiva;GLADIATOR;2021;2;5;3,30;1,54;438;Lietots;Madonas novads;Madonas novads;Vidzeme;1;G;2
2023;Airu laiva;GLADIATOR;2021;2;5;3,30;1,54;438;Lietots;Rīga;RĪGA;Rīga;1;G;2
2023;Airu laiva;GLADIATOR;2021;2;6;3,20;1,50;575;Lietots;Limbažu novads;Limbažu novads;Vidzeme;1;G;2
2023;Airu laiva;GLADIATOR;2021;2;6;3,40;1,50;625;Lietots;Jēkabpils novads;Jēkabpils novads;Zemgale;1;G;2
2023;Airu laiva;GLADIATOR;2021;2;6;3,70;1,72;659;Lietots;Rīga;RĪGA;Rīga;1;G;2
2023;Airu laiva;GLADIATOR;2022;1;3;3,00;1,50;315;Lietots;Rīga;RĪGA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;3;3,30;1,64;450;Lietots;Ludzas novads;Ludzas novads;Latgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;3;3,30;1,64;450;Lietots;Rīga;RĪGA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;4;3,50;1,67;55;Lietots;Rīga;RĪGA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;4;3,50;1,67;500;Lietots;Daugavpils;DAUGAVPILS;Latgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;4;3,50;1,67;500;Lietots;Madonas novads;MADONA;Vidzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;4;3,50;1,67;500;Lietots;Rīga;RĪGA;Rīga;4;G;4
2023;Airu laiva;GLADIATOR;2022;1;4;3,50;1,67;500;Lietots;Saulkrastu novads;Saulkrastu novads;Vidzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;4;3,50;1,67;500;Lietots;Ventspils;VENTSPILS;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,20;1,50;575;Lietots;Daugavpils;DAUGAVPILS;Latgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,20;1,50;575;Lietots;Jelgava;JELGAVA;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,20;1,50;575;Lietots;Krāslavas novads;KRĀSLAVA;Latgale;1;G;1
